Name,City,Category,Type,Tags,Attaché Note,Website,Lat,Long,Country,Formatted Address
Red's Java House,San Francisco,Food,Hamburger restaurant,"Food, Restaurant, View","Waterside hangout has burgers, hot dogs, beer & more, with indoor & sidewalk seating for bay views.",http://www.redsjavahouse.com/,37.7872065,-122.3874201,,
Rental Kaniku,Zamami,Food,Motorcycle rental agency,Food,,http://kaniku.info/,26.2274281,127.3043926,Japan,"1909 Zamami, Shimajiri District, Okinawa 901-3402, Japan"
Restaurant - Le Paris 17,Paris,Food,French restaurant,"Food, Restaurant",Traditional French plates presented in a cozy bistro with vintage charm & nostalgic prints.,http://www.restaurant-paris17.fr/,48.881963,2.2885736,France,"41 Rue Guersant, 75017 Paris, France"
Restaurant Chez Claudette,Le Plateau-Mont-Royal,Food,Qubcois restaurant,"Food, Restaurant",poutine,,45.5264538,-73.5900609,Canada,"351 Avenue Laurier E, Montréal, QC H2T 1G7, Canada"
Restaurant Fjord,Sentrum,Food,Restaurant,"Food, Restaurant","Low-lit, contemporary setting with open kitchen, for fish restaurant with frequently changing menu.",http://www.restaurantfjord.no/,59.9167545,10.7377502,Norway,"Kristian Augusts gate 11, 0164 Oslo, Norway"
Restaurant La Petite Charlotte,Le Touquet-Paris-Plage,Food,Restaurant,"Food, Restaurant",,,50.5238179,1.5848524,France,"36B Rue Saint-Jean, 62520 Le Touquet-Paris-Plage, France"
Restaurant Pelikan,Södermalm,Food,Swedish restaurant,"Food, Restaurant","Traditional Swedish dishes in a venerable restaurant with a grand, wood-paneled interior.",http://www.pelikan.se/,59.3105951,18.0762457,Sweden,"Blekingegatan 40, 116 62 Stockholm, Sweden"
Restaurant Schrøder,Sankt Hanshaugen,Food,Norwegian restaurant,"Food, Historic, Restaurant","Old-school restaurant with walls hung with 1920s paintings, serving traditional Norwegian dishes.",http://www.restaurant-schroder.no/,59.9234282,10.7394846,Norway,"Waldemar Thranes gate 8, 0171 Oslo, Norway"
Restaurant Taste of Boudha,Pokhara,Food,Restaurant,"Food, Restaurant",,https://instagram.com/tasteboudha?igshid=NzZhOTFlYzFmZQ==,28.219812,83.9580818,Nepal,"6X95+X5Q, Baidam Rd, Pokhara 33700, Nepal"
Restaurante Alfileritos 24,Toledo,Food,Restaurant,"Food, Restaurant","Creative tapas & game dishes, plus breakfast & cocktails, across several rooms with exposed brick.",http://www.alfileritos24.com/,39.8597822,-4.0234842,Spain,"C. Alfileritos, 24, 45003 Toledo, Spain"
Restaurante El Albero,Toledo,Food,Restaurant,"Food, Restaurant",,https://elalberorestaurante.com/,39.8652628,-4.0265681,Spain,"C. de la Diputación, 6, 45004 Toledo, Spain"
Restaurante en Pollença Bar Nou,Pollença,Food,Restaurant,"Food, Restaurant","Classic kitchen serving tapas, homestyle plates & wine in a warm, rustic-chic space.",,39.8769288,3.0160049,Spain,"Carrer d'Antoni Maura, 13, 07460 Pollença, Illes Balears, Spain"
Restaurante Grill Mares,Pollença,Food,Barbecue restaurant,"Bar, Food, Restaurant",,https://instagram.com/restaurante_mares?igshid=YmMyMTA2M2Y=,39.8779966,3.016139,Spain,"Carrer de Miquel Costa i Llobera, 4, 07460 Pollença, Illes Balears, Spain"
Restaurante La Matriarca,El Poblado,Food,Colombian restaurant,"Food, Outdoor Seating, Restaurant","Laid-back operation with a terrace & a bohemian vibe, plus traditional regional cuisine.",https://lamatriarca.com/,6.2097938,-75.5722002,Colombia,"Cl. 8 #43b-62, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia"
Reykjavik Roasters,Miðborg,Food,Cafe,"Coffee, Food",,http://www.reykjavikroasters.is/,64.1436111,-21.9266667,Iceland,"Kárastígur 1, 101 Reykjavík, Iceland"
Riding House Fitzrovia,London,Food,Restaurant,"Food, Outdoor Seating, Restaurant","Comfort food & brasserie classics in bright, retro-inspired surrounds, plus a terrace.",https://www.riding.house/restaurant/fitzrovia,51.5183145,-0.1406117,United Kingdom,"43-51 Great Titchfield St., London W1W 7PQ, UK"
Ristorante La Giara,Roma,Food,Restaurant,"Food, Restaurant",,,41.9093115,12.4911195,Italy,"Via Toscana, 46, 00187 Roma RM, Italy"
Rite Aid,Bellevue,Food,Permanently closed,Food,,https://www.riteaid.com/locations/wa/bellevue/120-106th-avenue-ne.html,47.610793,-122.1981751,,
Robert et Louise,Paris,Food,Restaurant,"Food, Restaurant","Steak, duck confit & a long wine list in a relaxed venue with wood beams & stone walls.",http://robertetlouise.com/,48.8590662,2.3594996,France,"64 Rue Vieille du Temple, 75003 Paris, France"
Roberta's,Brooklyn,Food,Pizza restaurant,"Food, Restaurant",,https://www.robertaspizza.com/,40.7050613,-73.9335783,,
Rochelle Canteen,London,Food,Restaurant,"Food, Restaurant","Cafe/restaurant in bike shed of school turned arts and media complex serving short, modern menu.",http://www.rochellecanteen.com/,51.5257669,-0.0742918,United Kingdom,"16 Playground Gardens, London E2 7FA, UK"
Roma Sparita,Roma,Food,Roman restaurant,"Food, Restaurant",Heimy,http://www.romasparita.com/,41.8874433,12.4768406,Italy,"Piazza di Santa Cecilia, 24, 00153 Roma RM, Italy"
Rooftop Bar Andaz Tokyo Toranomon Hills,23,Food,Bar,"Bar, Food",,https://www.andaztokyo.jp/restaurants/jp/rooftop-bar/?utm_source=gmb&utm_medium=organic,35.6668835,139.7493926,Japan,"Japan, 〒105-0001 Tokyo, Minato City, Toranomon, 1-chōme−23−２３番地 3 号３F 虎の門ヒルズガーデンハウス"
Roscioli Salumeria con Cucina,Roma,Food,Italian restaurant,"Food, Restaurant",Heimy - matriciana o amatriciana,http://www.salumeriaroscioli.com/,41.894256,12.4742417,Italy,"Via dei Giubbonari, 21, 00186 Roma RM, Italy"
Roti King Battersea,London,Food,Malaysian restaurant,"Food, Restaurant",,https://www.rotiking.com/,51.4827687,-0.1469631,United Kingdom,"Battersea Power Station, 22 Arches Ln, Nine Elms, London SW11 8AB, UK"
Roti King Euston,London,Food,Malaysian restaurant,"Food, Hidden Gem, Restaurant",Simple no-frills Chinese and Malaysian restaurant and takeaway hidden away in a basement.,http://www.rotiking.com/,51.5290963,-0.1319957,United Kingdom,"Flat 2, Ian Hamilton House, 40 Doric Way, London NW1 1LH, UK"
Round Table Pizza,Santa Clara,Food,Pizza restaurant,"Food, Restaurant",Long-running chain serving pizzas with customizable toppings & sauces in a simple space.,http://www.roundtablesantaclara.com/,37.345338,-121.9369331,,
Sa Pizzedda,Milano,Food,Pizza restaurant,"Food, Restaurant",,https://sa-pizzedda.deliverectdirect.com/,45.4568361,9.1609686,Italy,"Via Bernardino Lanino, 3, 20144 Milano MI, Italy"
Sabich,Tel Aviv-Yafo,Food,Sandwich shop,Food,,https://sabichtshernechovski.co.il/,32.070339,34.7703656,Israel,"Allenby St 45, Tel Aviv-Yafo, Israel"
Sabih Frishman,Tel Aviv-Yafo,Food,Israeli restaurant,"Food, Restaurant",,,32.0796088,34.7736544,Israel,"Frishman St 42, Tel Aviv-Yafo, Israel"
Sahil Balık,Fatih,Food,Fish restaurant,"Food, Restaurant",,,41.0064149,28.9500552,Türkiye,"Aksaray, Namık Kemal Cd. No:38, 34096 Fatih/İstanbul, Türkiye"
Saint,xico,Food,Bakery,"Bakery, Food",Eric Wareheim,https://www.instagram.com/saintpanaderia/?hl=en,19.4077573,-99.1771326,,
Saint Bread,Seattle,Food,Bakery,"Bakery, Food, Outdoor Seating",Globally inspired bites & gourmet pastries offered in a former boat-building facility with a patio.,https://www.saintbread.com/,47.6504701,-122.3129656,,
Sal the kitchen,Willemstad,Food,Restaurant,"Food, Restaurant",,http://sal.kitchen/,12.1013234,-68.9226016,Curaçao,"47 Penstraat, Willemstad, Curaçao"
Sala de Corte,Lisboa,Food,Steak house,Food,"Polished eatery offering aged meats, light bites & cocktails in a warmly furnished dining area.",https://www.saladecorte.pt/,38.706879,-9.14705,Portugal,"Praça Dom Luís I 7, 1200-148 Lisboa, Portugal"
Samay Restaurant By The Lake,Pokhara,Food,Cafe,"Coffee, Food",,,28.225607,83.9447936,Nepal,"6WGV+6WV, Panchase Marga, Pokhara 33700, Nepal"
Saraghina Pizzeria,Brooklyn,Food,Pizza restaurant,"Food, Restaurant",Neapolitan pizza from a wood-burning oven served in a rustic setting that includes a coffee bar.,http://www.saraghina.com/,40.6837311,-73.9353875,,
SATURN,Mitte,Food,Electronics store,Food,,https://www.saturn.de/de/store/berlin-leipziger-platz-25?utm_source=google%20places&utm_medium=seo-places%20link&utm_term=Saturn%20Berlin-Leipziger-Platz%20StoreId%2025,52.510561,13.379263,Germany,"Mall of Berlin, Voßstraße 24, 10117 Berlin, Germany"
Saunderson's Quality Family Butcher,Edinburgh,Food,Butcher shop,Food,,https://www.johnsaunderson.co.uk/,55.9410084,-3.2033727,United Kingdom,"40 Leven St, Edinburgh EH3 9LJ, UK"
Sausage Stand Zur Oper,Innere Stadt,Food,Hot dog stand,Food,,,48.2021046,16.3692547,Austria,"Kärntner Str. 42, 1010 Wien, Austria"
Sayoko's Sata Andagi,Tonoshiro,Food,Confectionery store,Food,Okinawa donuts,https://instagram.com/sayokonomise,24.3399159,124.1608329,Japan,"170 Tonoshiro, Ishigaki, Okinawa 907-0004, Japan"
Scaturchio,Napoli,Food,Dessert shop,Food,,http://www.scaturchio.it/,40.8482509,14.2549272,Italy,"P.za S. Domenico Maggiore, 19, 80134 Napoli NA, Italy"
Schwartz's Deli,Le Plateau-Mont-Royal,Food,Deli,"Food, Historic","Renowned deli, one of the oldest in Canada, offering huge sandwiches, smoked meats & more.",https://www.schwartzsdeli.com/,45.5163503,-73.5776401,Canada,"3899 Boul. Saint-Laurent, Montréal, QC H2W 1Y3, Canada"
SCJ BIBIMBAP&CHIMAEK,New Malden,Food,Korean restaurant,"Food, Restaurant",,https://www.chickennewmalden.co.uk/,51.3992494,-0.2553324,United Kingdom,"160 High St, New Malden KT3 4ES, UK"
Seaside Drive In,Nakadomari,Food,Restaurant,"Food, Restaurant","Informal pit stop facing the sea, with Western & Asian dishes, fish tanks & vintage memorabilia.",http://www.seaside-drivein.com/,26.4425992,127.8034744,Japan,"885 Nakadomari, Onna, Kunigami District, Okinawa 904-0415, Japan"
Second Story Books,Washington,Food,Used book store,Food,"Long-standing shop carrying a vast collection of used & rare books, plus maps & prints.",http://www.secondstorybooks.com/,38.9094435,-77.0451934,,
Şehzade Cağ Kebap,Fatih,Food,Kebab Shop,Food,,,41.0139781,28.9752568,Türkiye,"Hoca Paşa, Hoca Paşa Sk. No:6 D:4, 34110 Fatih/İstanbul, Türkiye"
Selection,6,Food,Sporting goods store,Food,"Retailer offering official jerseys, caps & other merchandise for MLB, NBA & NFL teams.",https://www.selection-j.com/shop/shoppage/osaka,34.6721069,135.4990759,Japan,"1-chōme-6-14 Nishishinsaibashi, Chuo Ward, Osaka, 542-0086, Japan"
Selection Shinjuku,22,Food,Sporting goods store,Food,,http://www.selection-j.com/,35.6962811,139.6963568,Japan,"Japan, 〒160-0023 Tokyo, Shinjuku City, Nishishinjuku, 7-chōme−22−３７ ストーク西新宿福星ビル304"
Sennichimae Doguyasuji Shopping Street,8,Food,Business park,"Food, Historic, Nature","Shopping street dedicated to selling household goods, kitchenware, pottery & tools.",http://www.doguyasuji.or.jp/,34.6640141,135.5035063,Japan,"8-22 Nanbasennichimae, Chuo Ward, Osaka, 542-0075, Japan"
Sergio Pollini Lampredotto,Firenze,Food,Sandwich shop,Food,"Convivial sandwich cart specializing in tripe & lampredotto, a slow-cooked specialty organ meat.",https://www.tripperiapollini.com/,43.7713471,11.266461,Italy,"Via dei Macci, 126, 50122 Firenze FI, Italy"
Sfogliatelle Attanasio,Napoli,Food,Pastry shop,Food,Customers line up at this low-key bakery for its cheese & custard-filled sfogliatelle puff pastries.,http://www.sfogliatelleattanasio.it/,40.8532124,14.2689761,Italy,"Vico Ferrovia, 1-2-3-4, 80142 Napoli NA, Italy"
Shadowbrook Restaurant,Capitola,Food,American restaurant,"Food, Restaurant, View",Quirky dining rooms & views of Soquel Creek come alongside California cuisine & a wine list.,https://www.shadowbrook-capitola.com/,36.9745999,-121.9557662,,
Shakespeare and Company,Paris,Food,Book store,Food,"Iconic, English-language bookstore stocking new & used titles in bohemian surrounds since 1951.",https://www.shakespeareandcompany.com/,48.8525632,2.3471303,France,"37 Rue de la Bûcherie, 75005 Paris, France"
"Sheikh Zayed Grand Mosque, Abu Dhabi",Al Rawdah,Food,Mosque,Food,"One of the largest mosques in the world, topped with 82 white domes of varying sizes.",https://www.szgmc.gov.ae/,24.4128334,54.4749754,United Arab Emirates,CF7G+622 - Al Rawdah - W54 - Abu Dhabi - United Arab Emirates
Shelterrock Paradise,Jan Donker,Food,Restaurant,"Food, Restaurant",,https://www.shelterrock-paradise.com/,12.3048908,-69.1134728,Curaçao,"8V3P+XJ Jan Donker, Curaçao"
Sher E Punjab ( Regd.),Lower Bazar,Food,Punjabi restaurant,"Food, Restaurant",,,31.1032988,77.1768046,India,"107, Lower Bazar, Shimla, Himachal Pradesh 171001, India"
Shimla Brewing Company,Shimla,Food,Pub,Food,,https://www.willowbanks.com/brewing-company.php,31.1009426,77.1764204,India,"Mall Road, 90m from Tourism Lift towards High court, Bemloi, Shimla, Himachal Pradesh 171001, India"
Shimla Heritage Museum,Bemloi,Food,Restaurant,"Food, Restaurant","Museum in the United Services Club, dating to 1862, displaying photos of Shimla under British rule.",,31.100296,77.1772249,India,"452G+3Q3, Bemloi, Shimla, Himachal Pradesh 171001, India"
Shinjuku Batting Center,21,Food,Batting cage center,Food,"Compact sporting facility with batting cages & digital pitchers, plus arcade game machines.",,35.696635,139.7044715,Japan,"2-chōme-21-13 Kabukichō, Shinjuku City, Tokyo 160-0021, Japan"
"Shree Hanuman Temple, Jakhu",Jakhu,Food,Hindu temple,Food,Scenic mountaintop Hindu temple with a massive sculpture of Lord Hanumaan & many wild monkeys.,http://www.jakhumandir.online/,31.1011646,77.1839832,India,"452M+GHC, Ridge Sanjauli Rd, Jakhu, Shimla, Himachal Pradesh 171001, India"
Shrimp Wreck,Edinburgh,Food,Restaurant,"Food, Restaurant",,,55.9470531,-3.1968034,United Kingdom,"Apex Grassmarket Hotel 31-35, Grassmarket, Edinburgh EH1 2HS, UK"
Shun Hing Restaurant,,Food,Cha chaan teng (Hong Kong-style cafe),"Coffee, Food",,,22.2789041,114.1922104,Hong Kong,"5 Ormsby St, Causeway Bay, Hong Kong"
Silberwirt,Margareten,Food,Austrian restaurant,"Food, Outdoor Seating, Restaurant","Charming local eatery offering traditional Austrian dishes & regional wines, plus a garden terrace.",http://www.silberwirt.at/,48.1910177,16.3592025,Austria,"Schlossgasse 21, 1050 Wien, Austria"
Silk Road Cafe,New York,Food,Cafe,"Coffee, Food","Casual coffeehouse with a social vibe, offering pastries & light bites along with tea & lattes.",,40.7146964,-73.9987207,,
Sillkafé,Södermalm,Food,Restaurant,"Food, Restaurant",,,59.3233353,18.0691299,Sweden,"Lilla Nygatan 16, 111 28 Stockholm, Sweden"
Sita Ram And Son,Lakkar Bazar,Food,Dhaba,Food,,,31.1053073,77.177142,India,"Regal Building, Ridge Sanjauli Rd, Lakkar Bazar, Shimla, Himachal Pradesh 171001, India"
Sita Ram Diwan Chand,Chuna Mandi,Food,Punjabi restaurant,"Food, Restaurant",Traditional Punjabi cooking doled out in a no-nonsense environment with standing room only.,http://www.sitaramdiwanchand.co.in/,28.6423777,77.210355,India,"2243, Rajguru Marg, Chuna Mandi, Paharganj, New Delhi, Delhi 110055, India"
Site 300,Tracy,Food,Federal government office,Food,,,37.6343027,-121.4995515,,
Smoking Goat Shoreditch,London,Food,Thai restaurant,"Food, Restaurant","Cool, laid-back restaurant serving quirky dishes & drinks inspired by Bangkok’s late-night canteens.",http://www.smokinggoatbar.com/,51.524224,-0.0769238,United Kingdom,"64 Shoreditch High St, London E1 6JJ, UK"
Snowdon Deli,Côte-des-Neiges - Notre-Dame-de-Grâce,Food,Deli,Food,"Enduring location for classic Montreal-style smoked meats, sandwiches & other Jewish deli faves.",http://www.snowdondeli.com/,45.4852905,-73.6317285,Canada,"5265 Bd Décarie, Montréal, QC H3W 3C2, Canada"
Soccer Shop Kamo,3,Food,Soccer store,Food,,http://www.sskamo.co.jp/company/store/shibuya.html,35.6625133,139.6986161,Japan,"Shibuya Football Tower, 3-3-10 Udagawachō, Shibuya, Tokyo 150-0042, Japan"
Soccer Shop KAMO Umeda,3,Food,Sporting goods store,Food,,http://www.sskamo.co.jp/company/store/umeda.html,34.706328,135.4988858,Japan,"Japan, 〒530-0013 Osaka, Kita Ward, Chayamachi, 3−６ 加茂商事梅田ビル"
Soi95 Restaurant | Curaçao,Curacao,Food,Restaurant,"Food, Restaurant",,http://www.soi95.com/,12.1004091,-68.9205538,Curaçao,"95 Penstraat, Curacao, Curaçao"
Sorellina,Inom Vallgraven,Food,Italian restaurant,"Food, Restaurant",,http://www.sorellina.se/,57.7032672,11.9646369,Sweden,"Västra Hamngatan 20, 411 17 Göteborg, Sweden"
Sotheran's Rare Books & Prints,London,Food,Rare book store,Food,"Established in 1761, this bookseller offers collectible publications & traditional, vintage artwork.",https://sotherans.co.uk/,51.5106149,-0.1281333,United Kingdom,"22 Charing Cross Rd, London WC2H 0QL, UK"
South Maui Fish Company,Kihei,Food,Seafood restaurant,"Food, Restaurant","Popular, rustic food cart dispensing the catch of the day, plus poke bowls, fish tacos & chowder.",https://www.southmauifishco.com/,20.7352345,-156.4536393,,
Speedboat Bar,London,Food,Thai restaurant,"Food, Restaurant",,https://speedboatbar.co.uk/,51.5111755,-0.1326545,United Kingdom,"30 Rupert St, London W1D 6DL, UK"
Spry Wines,Edinburgh,Food,Wine bar,"Bar, Food, Wine","Casual wine bar in a modern, minimalist venue, offering seasonal small plates & full-course meals.",http://www.sprywines.co.uk/,55.9592525,-3.1838871,United Kingdom,"1 Haddington Pl, Edinburgh EH7 4AE, UK"
ST-VIATEUR BAGEL - MILE END,Le Plateau-Mont-Royal,Food,Bagel shop,Food,Iconic storefront known for wood-oven baked bagels with varied flavors & toppings.,http://www.stviateurbagel.com/,45.5237578,-73.6006271,Canada,"160 R. Saint Viateur Ouest, Montréal, QC H2T 2L3, Canada"
St-Viateur Bagel & Café Mont-Royal,Le Plateau-Mont-Royal,Food,Bagel shop,Food,Iconic storefront known for wood-oven baked bagels with varied flavors & toppings.,http://www.stviateurbagel.com/,45.528418,-73.579016,Canada,"1131 Avenue du Mont-Royal E, Montréal, QC H2J 1X9, Canada"
Star chaat Cuisine,Dublin,Food,Indian restaurant,"Food, Restaurant",Traditional Indian dishes are served in this relaxed eatery with a colorful dining area.,https://starchaatcuisine.com/,37.7038751,-121.8852121,,
Steve's Authentic Key Lime Pie,Brooklyn,Food,Pie shop,Food,,https://keylime.com/,40.677781,-74.0181757,,
Stockfleths,Sentrum,Food,Coffee shop,"Coffee, Food","Split-level, corner cafe with floor-to-celing windows, for coffees made by baristas, tea & snacks.",https://stockfleths.as/kaffebar/prinsens-gate/,59.9104957,10.7466577,Norway,"Prinsens gate 6, 0152 Oslo, Norway"
Stockholms Gästabud,Södermalm,Food,Swedish restaurant,"Food, Restaurant","Laid-back restaurant serving hearty, traditional home cooking in snug surroundings.",http://stockholmsgastabud.se/,59.32568,18.0739918,Sweden,"Österlånggatan 7, 111 31 Stockholm, Sweden"
Storries,Edinburgh,Food,Bakery,"Bakery, Food",,,55.965491,-3.1758548,United Kingdom,"Silvas Cafe, 277 Leith Walk, Edinburgh EH6 8PD, UK"
Str. des Ersten Mai 90,,Food,Restaurant,"Food, Restaurant",,,,,,
Strömmingsvagnen,Södermalm,Food,Fast food restaurant,"Food, Restaurant",,https://www.facebook.com/Nystektstromming/,59.3227786,18.0707189,Sweden,"Kornhamnstorg 2, 111 27 Stockholm, Sweden"
SUCCOTASH,Washington,Food,Southern restaurant (US),"Food, Restaurant",Chef Edward Lee's classy eatery melds Dixie & Asian flavors in an inventive menu.,http://www.succotashrestaurant.com/,38.8975696,-77.0247549,,
Sueoka Store,Koloa,Food,Grocery store,Food,"Market carrying Asian foodstuffs & alcohol, plus a snack shop with plate lunches & hamburgers.",https://www.sueokastore.com/,21.903957,-159.46519,,
Sukuji Beach,Kabira,Food,Beach,Food,,,24.4657907,124.1239625,Japan,"Japan, 〒907-0453 Okinawa, Ishigaki, Kabira, １８５ 底地ビーチ シャワー"
Sultan Dubai Falafel,Deira,Food,Restaurant,"Food, Restaurant",,,25.266619,55.323311,United Arab Emirates,16 22B St - Deira - Dubai - United Arab Emirates
Sun Kwai Heung BBQ food,,Food,Cantonese restaurant,"Food, Restaurant",,,22.2645782,114.2402797,Hong Kong,"Hong Kong, Chai Wan, Chai Wan Rd, 345號, Goldmine Building Block A, 地下17號舖"
Sunny's,Brooklyn,Food,Bar,"Bar, Food",Knickknack-adorned Red Hook saloon that's been around in one guise or another since the 1890s.,http://www.sunnysredhook.com/,40.6756944,-74.0168722,,
Super Potato Akihabara Branch(Hayes),11,Food,Video game store,Food,"Dynamic store specializing in vintage video games, consoles, collectibles & candy.",http://superpotatoakiba.jp/,35.6993585,139.7707015,Japan,"Japan, 〒101-0021 Tokyo, Chiyoda City, Sotokanda, 1-chōme−11−２ 北林ビル"
Surugaya,15,Food,Hobby store,Food,,https://www.suruga-ya.jp/feature/akihabara_ekimae/index.html,35.697749,139.772147,Japan,"Japan, 〒101-0021 Tokyo, Chiyoda City, Sotokanda, 1-chōme−15−１５ 宝田第一ビル7F"
Sushi Kyu,London,Food,Sushi restaurant,"Food, Restaurant",,https://www.sushikyu.com/,51.5121189,-0.1345993,United Kingdom,"1 Golden Square, London W1F 9DJ, UK"
Szimpla Kert,VII. kerület,Food,Pub,"Food, Historic","Huge pub with old mismatched items & a disused Trabant car, with music, food, market & a garden.",https://szimpla.hu/,47.4969648,19.0633459,Hungary,"Budapest, Kazinczy u. 14, 1075 Hungary"
Taberna do Lopes First Floor,Lisboa,Food,Steak house,Food,,https://shre.ink/reservetabernadolopesfirstfloor,38.7207596,-9.1542924,Portugal,"Rua de São Filipe Néri 25B, 1250-225 Lisboa, Portugal"
TABERU NOMU,New York,Food,Japanese restaurant,"Food, Restaurant",,http://www.taberunomu.com/,40.7444715,-73.993068,,
Taco Mix,New York,Food,Mexican restaurant,"Food, Restaurant","Snug, no-frills counter serve offering marinated pork, plus street tacos & other Mexican eats.",https://www.tacomix.com/,40.7972067,-73.9386762,,
Tacombi,New York,Food,Mexican restaurant,"Food, Restaurant","Hopping market-feeling eatery comprising a taqueria, juice stand & Veracruz-style coffee bar.",https://www.tacombi.com/?utm_source=gmb&utm_medium=yext&y_source=1_NDc4NjI0MzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,40.742942,-73.9911269,,
Tacombi,New York,Food,Mexican restaurant,"Food, Restaurant","Funky bar and restaurant for Mexican eats like tacos, burritos, and tortillas, plus fresh juices and aguas frescas.",https://www.tacombi.com/?utm_source=gmb&utm_medium=yext&y_source=1_NDc4NjI0MzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,40.7484404,-73.9861861,,
Tacos El Patron - SF,San Francisco,Food,Taco restaurant,"Food, Restaurant","A petite place serving grilled-meat tacos, burritos & other Mexican fare in comfortable surrounds.",https://tacos-el-patron.com/,37.7490182,-122.416117,,
Tacos El Venado,North Hollywood,Food,Taco restaurant,"Food, Restaurant",,,34.186309,-118.3881203,,
Tacos El Venado,,Food,Restaurant,"Food, Restaurant",,,,,,
Tacos Por Favor,Santa Monica,Food,Mexican restaurant,"Food, Restaurant","Mexican breakfast, lunch & dinner, including burritos, enchiladas & tacos, in a no-frills setting.",https://www.tacosporfavor.us/location/santa-monica/,34.019687,-118.4802,,
Tahiti Nui,Hanalei,Food,Hawaiian restaurant,"Food, Restaurant","Seafood, salads & breakfast in a simple, laid-back locale with a bar & Hawaiian music nightly.",http://www.thenui.com/,22.2033594,-159.4952577,,
Takeshita Street Square,16,Food,Tenant ownership,Food,Bustling shopping district known for its clothing stores specializing in cosplay costumes & cafes.,https://www.mitsuifudosan.co.jp/corporate/news/2015/0120_02/,35.6711984,139.7043696,Japan,"Japan, 〒150-0001 Tokyo, Shibuya, Jingūmae, 1-chōme−16−４ 原宿アルタ 1階"
Tamatorizaki Observation Platform,Ibaruma,Food,Observation deck,"Food, View","This elevated observation structure offers sweeping views of the bay, the reef & lush surrounds.",https://yaeyama.or.jp/%E7%8E%89%E5%8F%96%E5%B4%8E%E5%B1%95%E6%9C%9B%E5%8F%B0/,24.4905397,124.2789085,Japan,"907 Ibaruma, Ishigaki, Okinawa 907-0332, Japan"
Tandem d'asporto,Napoli,Food,Takeaways,Food,,https://tandemnapoli.it/tandem-asporto/,40.8464548,14.2560308,Italy,"Via Mezzocannone, 75, 80134 Napoli NA, Italy"
Tanukikoji Shopping Arcade,4-chōme,Food,Business park,"Food, Nature","Long-standing covered shopping street stretching for 7 blocks, with around 200 outlets.",http://www.tanukikoji.or.jp/,43.0572386,141.352677,Japan,"4-chōme-4-1 Minami 2 Jōnishi, Chuo Ward, Sapporo, Hokkaido 060-0063, Japan"
Taqueria Ramirez,Brooklyn,Food,Mexican restaurant,"Food, Restaurant","Traditional meat tacos with fillings like pastor and tripa from a compact, subway-tiled eatery.",https://taqueriaramirezbk.com/,40.7278729,-73.9569589,,
Taquería Revolución,xico,Food,Taco restaurant,"Food, Restaurant",,,19.383015,-99.186592,,
Taqueria Rossy,Mauricio Castro,Food,Taco restaurant,"Food, Restaurant",,https://www.facebook.com/tacosrossy,23.060107,-109.7043191,Mexico,"Carretera Transpeninsular Km 33 S/N, Mauricio Castro, 23443 San José del Cabo, B.C.S., Mexico"
Taralleria Napoletana,Napoli,Food,Bakery,"Bakery, Food",,http://tarallerianapoletana.it/,40.8488889,14.2563889,Italy,"Via San Biagio Dei Librai, 3, 80138 Napoli NA, Italy"
Target,Brooklyn,Food,Department store,Food,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",https://www.target.com/sl/brooklyn-fulton-st/2850,40.6903829,-73.9832039,,
Tasty Buns,Edinburgh,Food,Cake shop,Food,"Cozy bake shop & cafe offering housemade sweet treats, such as brownies, cakes & scones.",https://www.facebook.com/TastyBunsBakeryEdinburgh/,55.9459076,-3.2025921,United Kingdom,"55 Bread St, Edinburgh EH3 9AH, UK"
Taverna Kostas,Rodos,Food,Restaurant,"Food, Restaurant",,https://m.facebook.com/profile.php?id=783504442030633&ref=content_filter,36.4422758,28.2283151,Greece,"Pithagora 62, Rodos 851 00, Greece"
Taverna Ouzaki,Kolympia,Food,Greek restaurant,"Food, Restaurant",,https://www.facebook.com/Taverna-Ouzaki-106399350981648/,36.2531915,28.1660199,Greece,"Eucalyptus Street 1, Kolympia 851 03, Greece"
Tempura-kaisen Gofuku Ohatsutenjin,7,Food,Izakaya restaurant,"Food, Restaurant",,https://www.goen.co.jp/brand/brand_gofuku/,34.7000071,135.5004917,Japan,"2-chōme-7-11 Sonezaki, Kita Ward, Osaka, 530-0057, Japan"
"Tenjinbashi-suji Shopping Street, the longest Arcade in Japan",5,Food,Business park,"Food, Nature","Over 600 stores of all varieties line this street, one of Japan's longest for shops.",https://www.tenjin123.com/,34.7025505,135.5115036,Japan,"6 Chome-5-17 Tenjinbashi, Kita Ward, Osaka, 530-0041, Japan"
Teuchters,Edinburgh,Food,Pub,Food,"Cosy pub with rustic white walls, wood panelling, hand-pulled ales, eclectic food and wine menus.",http://teuchtersbar.co.uk/,55.9493256,-3.2122881,United Kingdom,"26 William St, Edinburgh EH3 7NH, UK"
The Alchemists' Garden,Paso Robles,Food,Restaurant,"Food, Restaurant","Laid-back landmark with greenery & wooden ceiling beams, offering booze, bar bites & hearty plates.",http://www.alchemistsgarden.com/,35.6266669,-120.6885113,,
